,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
11200,46218236,２１階！ラナイから海が見えるオシャレで綺麗なお部屋。ワイキキの中心。駐車場、ｳｫｯｼｭﾚｯﾄﾄｲﾚ付,221906126,Lily,2018-10-21,"Stylish space designed & meticulously designed by a Japanese female owner<br />Don't enjoy your vacation in Hawaii?<br />This is a newly renovated space that has just been fully renovated in 2018.<br />A well-kept and considerate room that is politely handled in Japanese and unique to Japanese people.<br /><br />Concept is ""My Home""<br />Feel Aloha in a space that feels like you are returning to a cozy space of your own.<br />The coronavirus measures are also good.There is also a sanitaryzer right in front of the entrance.<br />Shoes are not allowed in the room and are kept clean.<br /><br />Featuring a full kitchen, free parking, WiFi, a shower with a bathtub, a toilet with a washlet, and a private pool and laundry on each floor of the building, you'll feel right at home.<br /><br />Convenient place in the heart of Waikiki!!<br />Bus and Biki stops in front of the bus and Biki!<br /><br />Ross Dress for less in front of the condo.There are a variety of shops within walking distance<br",within an hour,100%,96%,t,Waikiki,7.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,4,1.0,0.0,2.0,"[""Drying rack for clothing"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Private entrance"", ""Dishes and silverware"", ""HDTV with standard cable, premium cable"", ""Stove"", ""Kitchen"", ""Conditioner"", ""Children\u2019s books and toys"", ""Table corner guards"", ""Free parking on premises"", ""Babysitter recommendations"", ""Smoke alarm"", ""Dining table"", ""Washer"", ""Body soap"", ""Dryer"", ""Window guards"", ""Coffee maker"", ""Paid parking on premises"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Hot water kettle"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Refrigerator"", ""Air conditioning"", ""Bidet"", ""Rice maker"", ""Hot water"", ""Essentials"", ""Beach essentials"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Bathtub"", ""Ethernet connection"", ""Iron"", ""Freezer"", ""Shared pool"", ""Microwave"", ""Baby safety gates"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""Cleaning products"", ""Hangers"", ""Portable fans"", ""Oven"", ""Baking sheet"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony"", ""Lockbox""]",$120.00,1,30,1,1125,1.0,1125.0,12,16,26,132,100,2020-12-10,8,42,5040.0,4.83,4.9,4.92,4.9,4.92,4.98,4.82,t,1.93,"260190010206, 2102, TA-002-998-4768-01"
11400,46919802,"15th Floor Condo w/ Lanai, 2 Blocks to Beach!",151398424,Evolve,2017-09-20,"Located in the heart of Honolulu, this 1-bed, 1-bath vacation rental offers an ideal, central location just steps from the beach, local shops, and world-class restaurants. When you’re not relaxing at the community pool or exploring downtown attractions, plan a scenic day trip up to the North Shore, hike to Diamond Head, or simply relax and take in the panoramic views from the private lanai. Whether in town for business or pleasure, this home-like condo welcomes you during your extended stay!",within an hour,100%,99%,f,Downtown,612.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Cooking basics"", ""Wifi"", ""Elevator"", ""Private entrance"", ""Dishes and silverware"", ""Keypad"", ""Kitchen"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Fire extinguisher"", ""Hair dryer"", ""Long term stays allowed"", ""Refrigerator"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Shared pool - heated"", ""Blender"", ""Bathtub"", ""Ethernet connection"", ""Microwave"", ""Toaster"", ""Self check-in"", ""TV"", ""Hangers"", ""Oven"", ""First aid kit"", ""Central air conditioning""]",$152.00,5,1125,5,1125,5.0,1125.0,3,14,35,262,5,2021-04-06,1,10,1520.0,4.8,5.0,5.0,4.6,5.0,5.0,4.4,t,0.1,"260240241505, 1505, TA-032-040-3968-01"
11600,47312988,Sweet Little Gem,217269877,Michael Rodney,2018-09-25,Private ground floor 2 bedroom 2 bath with a small yard -<br />Freshly re-done with tile floor through-out -,within a day,100%,7%,f,Makakilo/Kapolei/Honokai Hale,19.0,"['email', 'phone']",t,f,Ewa,Honolulu,Entire condo,Entire home/apt,4,2.0,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Iron"", ""TV with standard cable"", ""Washer"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Ethernet connection""]",$288.00,1,1125,1,1125,1.0,1125.0,0,0,0,230,3,2021-02-06,0,0,0.0,4.33,5.0,4.67,4.0,5.0,5.0,5.0,f,0.06,
11800,47569611,KONA COAST RESORT - SPACIOUS 2 BEDROOM APT,30922508,Tania,2015-04-09,,within a few hours,97%,64%,t,South Lake Tahoe,800.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire serviced apartment,Entire home/apt,6,,2.0,,"[""Wifi"", ""Dedicated workspace"", ""Private entrance"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Hangers"", ""Pool"", ""Shampoo""]",,2,365,2,365,2.0,365.0,0,0,0,0,2,2023-10-03,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.11,
12000,47996750,Napili Shores H-268 -  Views of the blue Pacific,136437655,ITrip Maui,2017-06-22,"Located on the south end of Napili Bay, a protected, crescent-shaped, white-sand beach with breathtaking views of Moloka'i and Lana'i islands, Napili Shores Resort is the ideal location for your Maui vacation.  H-268 is a lovely upgraded air-conditioned one bedroom with one bath second floor condominium with wonderful ocean views and colorful Maui sunsets.",within an hour,90%,100%,f,,145.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,4,1.0,1.0,1.0,"[""Coffee maker"", ""Hair dryer"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Private entrance"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""TV with standard cable"", ""Oven"", ""Dedicated workspace"", ""Air conditioning"", ""Stove"", ""Shampoo"", ""Bed linens"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer""]",$515.00,5,365,3,365,4.7,365.0,3,26,49,159,2,2021-08-21,0,0,0.0,5.0,4.5,4.0,3.5,5.0,5.0,4.5,t,0.05,"430020610136, TA-128-291-8400-01"
12200,48348552,Wai'ula'ula J202 - Fairway-Adjacent Home,189583753,Dylan,2018-05-14,The Ridge at Wai'ula'ula on the Mauna Kea Resort- Unit J-202 FREE resort access to both the Mauna Kea Beach Hotel and The Westin Hapuna Beach Resort This large and luxurious 3 bedroom 3 bath condominium located at the beautiful Wai'ula'ula community.,within a few hours,93%,98%,t,,122.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire condo,Entire home/apt,6,3.0,3.0,4.0,"[""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Gym"", ""Hair dryer"", ""Hot water kettle"", ""TV with standard cable"", ""Refrigerator"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Bed linens"", ""Bathtub"", ""Barbecue utensils"", ""Iron"", ""Freezer"", ""Microwave"", ""Outdoor furniture"", ""Toaster"", ""Hangers"", ""Pool"", ""Oven"", ""Single level home"", ""Shampoo""]",$768.00,1,1125,1,1125,3.6,422.2,14,40,57,274,0,,0,0,0.0,,,,,,,,t,,057-288-9600-01
12400,48666181,Villa 302: King bed! Penthouse Level Ocean View Tu,67947912,Gina (& Kim),2016-04-19,"This villa is just 30 yards from the sandy beach with spectacular ocean views seen from just about everywhere in the villa! It has a serene lanai where you can see the ocean, pool and all the tiki torches lighting the grounds at night!",within an hour,97%,100%,t,Koolauloa,30.0,"['email', 'phone']",t,t,Koolauloa,Honolulu,Entire villa,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker: drip coffee maker"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Garden view"", ""Dining table"", ""Wolf stainless steel single oven"", ""Standalone high chair - always at the listing"", ""Wifi"", ""Refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Sea view"", ""Essentials"", ""Outdoor shower"", ""Barbecue utensils"", ""Shared hot tub - available all year, open specific hours"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Outdoor dining area"", ""Elevator"", ""Beach view"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Waterfront"", ""Wolf electric stove"", ""First aid kit"", ""Cooking basics"", ""Keypad"", ""Free washer \u2013 In unit"", ""50 inch HDTV with Netflix, premium cable, standard cable"", ""Fire extinguisher"", ""Blender"", ""Shared outdoor pool - available all year, open specific hours, heated, infinity, pool toys"", ""Ceiling fan"", ""Baking sheet"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Smoke alarm"", ""Central air conditioning"", ""Self check-in""]",$565.00,1,1125,1,1125,3.0,459.7,8,16,30,265,19,2021-04-21,8,42,23730.0,4.89,4.79,4.89,4.74,4.53,4.95,4.26,t,0.4,"570010130041, #F302, TA-045-280-3072-01"
12600,48979591,Beautifully Updated Condo Steps Away from Beach!,98486470,Nick,2016-10-06,"Escape into living the enchanting Maui life - Step into our charming condo, with large lanai overlooking the tropical green lawn, mere moments from the sparkling shore! <br /><br />Enjoy breathtaking sunsets and seeing sea turtles each day just steps away from your home away from home.<br /><br />Staying in Kihei, you are near some of Maui's finest beaches, this quaint beach town serves as a convenient hub to discover the island's hotspots. Our condo provides endless moments of relaxation and fun for all.",within an hour,100%,100%,t,Kihei/Wailea,8.0,"['email', 'phone']",t,f,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Bathtub"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Shared hot tub"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Keypad"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Stove"", ""Shampoo"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Courtyard view"", ""Ceiling fan"", ""Baking sheet"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Beach essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Self check-in""]",$210.00,2,1125,2,1125,2.0,1125.0,20,50,80,252,116,2021-05-24,27,162,34020.0,4.86,4.87,4.81,4.98,4.93,4.84,4.71,t,2.51,"390011430046, TA-128-834-6112-01"
12800,49130811,"Room Near Ala Moana Center, 1 Queen",195869416,Paniolo,2018-06-15,Lobby/reception accessible via stairs only. Credit card for incidental charges required at check-in. NO Resort Fees!,within an hour,100%,99%,t,Waikiki,9.0,['phone'],t,t,Primary Urban Center,Honolulu,Room in boutique hotel,Private room,2,1.0,0.0,1.0,"[""Clothing storage"", ""Wifi"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Conditioner"", ""Shower gel"", ""Smoke alarm"", ""Safe"", ""Body soap"", ""Outdoor dining area"", ""Hair dryer"", ""TV with standard cable"", ""Long term stays allowed"", ""Paid parking garage on premises"", ""Air conditioning"", ""Mini fridge"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Bed linens"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Shared pool"", ""Outdoor furniture"", ""Host greets you"", ""Shampoo""]",$148.00,1,365,1,1125,1.0,1110.3,21,41,70,344,166,2021-04-26,8,60,8880.0,4.67,4.73,4.61,4.82,4.77,4.77,4.7,t,3.51,"260110200008, TA-055-058-2272-01"
13000,49489638,1 Bedroom Suite on Kauai's Royal Coconut Coast,20704144,William,2014-08-29,In a prime position to explore both the northern and southern coastlines – and the spectacular western coast is just a short helicopter ride away.<br /><br />• Guest checking in must be 18+ with valid ID & card for $250 refundable security deposit (credit card only)<br />• Resort tax of $8.86/night paid at check in<br />• Name on reservation must match photo ID at check-in.,within an hour,98%,65%,t,Western Addition/NOPA,928.0,"['email', 'phone', 'work_email']",t,t,Kapaa-Wailua,Kauai,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Heating"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""Shared pool"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Shared hot tub"", ""Kitchen"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""TV"", ""Cooking basics"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Backyard"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Shared gym"", ""Hangers"", ""Smoke alarm"", ""Dryer""]",$183.00,2,1125,2,1125,2.0,1125.0,5,5,5,5,59,2021-05-15,11,36,6588.0,4.95,4.93,4.95,4.88,4.92,4.9,4.88,f,1.27,430020140000
13200,49751757,Marriott's Ko Olina Beach Club - 2BR Ocean View!,398927665,Eich,2021-04-27,"GENERIC PHOTOGRAPHS - Some details may vary depending on the unit assigned<br /><br />• Beachfront Resort<br />• Two-bedroom villa with full bathroom each<br />• Shower/tub combination on both bedrooms<br />• Balcony with view of the ocean<br />• Up to 8 people<br />• Fully equipped kitchen <br />• Dining room with crockery <br />• Living room with TV<br />• Access to all resort amenities including the dazzling pools, wide variety of restaurants and bars and different entertainment options",within an hour,100%,48%,t,,92.0,"['email', 'phone']",t,t,Ewa,Honolulu,Entire condo,Entire home/apt,8,2.0,2.0,4.0,"[""Coffee maker"", ""Shared beach access \u2013 Beachfront"", ""Conditioner"", ""Sound system"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Mosquito net"", ""Kitchen"", ""Outdoor dining area"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Elevator"", ""Single level home"", ""Iron"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Oven"", ""Waterfront"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Free resort access"", ""Clothing storage: closet"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Record player"", ""Gym"", ""Beach essentials"", ""Self check-in""]",$22.00,5,7,5,7,5.0,7.0,0,0,0,14,11,2021-05-29,3,30,660.0,4.91,4.82,4.91,5.0,4.91,4.73,4.82,f,0.24,Exempt
13400,50090973,Grand Champions 105 I Spacious 3bd on Golf Course,116742716,Robert - Hawaii Life Vacations,2017-02-16,"Hawaii Life Vacations Presents Grand Champions #105 - Located in a quiet corner of Grand Champions Villas in Wailea, backing up to the 8th hole of the Blue course, this 3-bedroom condo offers beautiful mountain views from the lanai and a spacious interior.",within an hour,100%,100%,t,Kihei/Wailea,29.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,8,2.0,3.0,4.0,"[""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Shared outdoor pool - available all year, open specific hours"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""Golf course view"", ""Private entrance"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Mountain view"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Microwave"", ""Outdoor dining area"", ""High chair"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""TV with standard cable"", ""Oven"", ""Stainless steel electric stove"", ""Cooking basics"", ""Dedicated workspace"", ""Keypad"", ""Free washer \u2013 In unit"", ""Backyard"", ""Shampoo"", ""Blender"", ""Window AC unit"", ""Ceiling fan"", ""Bed linens"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Coffee"", ""Self check-in""]",$521.00,1,1125,1,1125,3.5,400.1,4,4,4,4,103,2021-07-29,26,180,93780.0,4.91,4.91,4.89,4.89,4.97,4.97,4.84,t,2.33,"210081040105, TA-004-072-9088-01"
13600,50579027,"AS 910 Central Waikiki, 5 Minutes 2 Beach | Studio",43793840,Mark,2015-09-09,"Professionally managed high floor studio, with queen bed and futon - Located in central Waikiki you are 3 blocks walking distance to the world famous Waikiki Beach - check out the new International Market Place - or hang out by the on-site swimming pool - enjoy your stay here at the Aloha Surf Hotel",within an hour,100%,100%,f,Waikiki,284.0,"['email', 'phone']",t,f,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,3,1.0,0.0,2.0,"[""Conditioner"", ""Coffee maker: drip coffee maker"", ""Paid street parking off premises"", ""Hair dryer"", ""Bathtub"", ""Self check-in"", ""Shower gel"", ""Pool"", ""Wifi"", ""Paid parking garage on premises \u2013 5 spaces"", ""Private entrance"", ""Essentials"", ""Canal view"", ""Hot water"", ""Paid washer \u2013 In building"", ""Body soap"", ""Microwave"", ""Elevator"", ""Iron"", ""Dishes and silverware"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Dedicated workspace"", ""Keypad"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Bed linens"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Coffee"", ""Paid dryer \u2013 In building""]",$143.00,2,1125,2,1125,2.0,1125.0,20,32,62,337,76,2021-07-07,24,162,23166.0,4.57,4.51,4.39,4.84,4.87,4.82,4.47,t,1.7,"260210160131, 910, TA-091-897-7024-01"
13800,50868259,Kanaho Place in Holualoa,11693029,Erin,2014-01-27,"Aloha! Our guesthouse, built in 2020, is nestled on the slopes of Hualalai Mountain on a 5-acre family hobby farm.  <br />Our location is at a cool elevation, close to Holualoa town, 15 min from Kailua-Kona, airport, and beaches. The space has a large upstairs lanai with ocean view, comfortable queen bed, spacious bathroom, dressing room, WiFi, Smart TV, kitchenette with tabletop oven, microwave, hotplate, and full-sized fridge",within an hour,100%,100%,t,,2.0,"['email', 'phone']",t,f,North Kona,Hawaii,Entire guesthouse,Entire home/apt,4,1.0,1.0,1.0,"[""Conditioner"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Coffee maker: french press, pour-over coffee"", ""Board games"", ""Shower gel"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Outdoor shower"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Outdoor dining area"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Children\u2019s dinnerware"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""Beach essentials"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Free washer"", ""Pack \u2019n play/Travel crib - available upon request"", ""Ceiling fan"", ""Clothing storage: closet"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Fire pit"", ""Coffee"", ""Self check-in"", ""Free dryer \u2013 In building""]",$133.00,2,60,2,60,2.0,60.0,0,0,0,0,127,2023-04-29,66,255,33915.0,4.94,4.96,4.86,4.95,4.95,4.88,4.9,f,5.55,
