,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
358,1030161,Family Room/ AC/ Private Bath/ Lanai/ Netflx Wi-fi,5510027,Cynthia,2013-03-18,"**For best results, pls. read thru ENTIRE listing.<br />Big clean rooms in a convenient and safe location.   We offer comfy beds, flat screen TVs, Wi-fi, cable, kitchen, cotton sheet, parking.  Quiet home in family area, 1 mi to Hilo airport and the University,  2 blocks to mini mall, grocery, fastfood, delis.bank etc.  1 block to bus stop.  One way street, please slow down your driving to get to our house.  The address is on the mail box.  <br /><br />Please pay tax of 18% on arrival, cash.  Mahalo",within a day,80%,33%,f,Hilo,14.0,"['email', 'phone']",t,f,South Hilo,Hawaii,Private room in guesthouse,Private room,4,,1.0,,"[""Coffee maker"", ""Hair dryer"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Essentials"", ""Hot water"", ""Free street parking"", ""Kitchen"", ""36 inch HDTV with Netflix"", ""Outdoor dining area"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Oven"", ""First aid kit"", ""Cooking basics"", ""Patio or balcony"", ""Fire extinguisher"", ""Shampoo"", ""Window AC unit"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",,1,28,1,28,1.0,28.0,30,54,84,84,36,2013-04-06,0,0,,4.24,4.25,4.11,4.56,4.6,4.25,4.36,f,0.25,W57287084-01
362,1309377,"The Mango House near Pahoa, Big Island of Hawaii",7117556,Elvira And Hugh,2013-06-25,"Aloha Friends, <br />Due to the new Hawaii regulations we can no longer rent short term,  however we can rent for 30 days or longer! Please note that the monthly rental is about half of the previous short term rate.  THE NEW MONTHLY RENT IS 55 dollars per day. TAX ID #: TA-143-326-0032-01  (Hi. 4% ge tax is additional and we collect it here. total, sorry!) Our newly available fiber optic cable for speedy internet!  We look forward to hearing from you! aloha!",within a day,100%,69%,t,Island of Hawaiʻi,5.0,"['email', 'phone']",t,t,Puna,Hawaii,Entire home,Entire home/apt,4,1.5,2.0,4.0,"[""Freezer"", ""Dining table"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Coffee maker: french press"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Outdoor dining area"", ""Private patio or balcony"", ""Dishes and silverware"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Stove"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Blender"", ""Single oven"", ""Private BBQ grill: gas"", ""Ceiling fan"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Beach essentials""]",$55.00,30,1125,30,1125,30.0,1125.0,0,0,0,28,61,2013-12-26,4,180,9900.0,4.97,4.92,4.97,4.97,4.95,4.8,4.98,f,0.45,
366,1336834,"Avocado Tree-House, near Pahoa, Big island, Hawaii",7117556,Elvira And Hugh,2013-06-25,"( Hi.tax #, TA-143-326-0032-01)<br />For more than ten years we operated as a short term rental. Due to the new  Hawaii regulations that is no longer possible. However we can rent for 30 DAYS OR LONGER!  Please note that the monthly rental is about half of the previous short term rate.  THE NEW MONTHLY RENT IS 53 dollars per day. There is a 4% ge tax we collect here, no other fees. <br />we have installed the newly available fiber optic cable for speedy internet!  We look forward to hearing from you!",within a day,100%,69%,t,Island of Hawaiʻi,5.0,"['email', 'phone']",t,t,Puna,Hawaii,Entire bungalow,Entire home/apt,3,1.0,1.0,2.0,"[""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Breakfast"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Patio or balcony"", ""Coffee maker"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Microwave"", ""Backyard"", ""Host greets you"", ""Shampoo""]",$55.00,30,1125,30,1125,30.0,1125.0,0,0,0,0,253,2013-09-08,4,180,9900.0,4.96,4.97,4.96,4.97,4.96,4.88,4.98,f,1.8,
418,1436904,Waikiki studio,7719195,Maria,2013-07-25,"Fully furnished studio. Queen size bed sleeps 2. Complete kitchen, minutes from beach and shopping. Brand new Air conditioner. Beautiful unobstructed view from 14th floor. Pool, BBQ lounge area and pay laundry on 5th floor. Near Bus routes to everywhere. This unit is available for a minimum of 30 day rental and has internet. Limited nightly pay parking available.",within a day,100%,100%,f,,1.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Heating"", ""Paid parking off premises"", ""Hair dryer"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Cleaning products"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""TV with standard cable"", ""Washer"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Blender"", ""Rice maker"", ""Shared beach access"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Dryer"", ""Ethernet connection"", ""Beach essentials"", ""Self check-in""]",$150.00,30,365,30,365,30.0,365.0,20,30,50,210,51,2013-08-29,4,240,36000.0,4.71,4.69,4.29,4.88,4.8,4.83,4.64,f,0.36,TA 105 445 990401
441,1551271,Papa'aloa Animal Lovers' Paradise #1,8262226,Linda,2013-08-19,"We call this place Animal Lover's Paradise because we have a lot of horses, dogs, cats and birds we care for and enjoy.  This is the home of Papa'aloa Arabians, a horse lovers passion project in the works. The tropical breezes keep the area nice and cool and you just cannot beat the VIEWS!  It is peaceful and beautiful up here, you will love it!",within a day,100%,96%,t,Pāpa‘aloa,2.0,"['email', 'phone']",t,t,North Hilo,Hawaii,Private room in home,Private room,6,1.0,1.0,4.0,"[""Coffee maker: drip coffee maker"", ""Dining table"", ""Host greets you"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Body soap"", ""Ocean view"", ""Shared backyard"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Fire extinguisher"", ""Free dryer"", ""Ceiling fan"", ""Clothing storage: closet"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Shared patio or balcony""]",$109.00,2,1125,2,1125,2.0,1125.0,29,49,79,354,58,2013-12-28,9,54,5886.0,4.62,4.68,4.29,4.8,4.88,4.8,4.61,f,0.43,
446,1583137,SUITE ALOHA - Play at the Beach,8119064,Sabine,2013-08-12,SUITE ALOHA – Tropical Island Retreat 2 blocks from Kailua Beach Park and Downtown <br /><br />Can be rented for a 30 day period or longer,within a day,100%,100%,t,,1.0,"['email', 'phone']",t,t,Koolaupoko,Honolulu,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,"[""Free washer \u2013 In building"", ""Freezer"", ""Hair dryer"", ""Garden view"", ""Dining table"", ""Board games"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Free driveway parking on premises \u2013 2 spaces"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Drying rack for clothing"", ""Microwave"", ""Outdoor dining area"", ""Single level home"", ""Toaster Oven oven"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""HDTV with standard cable, Roku"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Keypad"", ""Fire extinguisher"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Ceiling fan"", ""Rice maker"", ""Coffee maker: pour-over coffee"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Ethernet connection"", ""Beach essentials"", ""Self check-in"", ""Free dryer \u2013 In building""]",$100.00,29,300,29,1125,29.0,1125.0,12,42,61,272,174,2013-09-06,4,174,17400.0,4.84,4.95,4.96,4.96,4.95,4.88,4.83,f,1.24,TA 017 020 9280 01
463,1637688,"Lower level of quiet, private home, The Hula Hut!",3131399,Ellen,2012-08-01,"The rental space is the lower level of my home at Sunset Beach, one block from the beach.  The whole downstairs is available.  It has a separate upstairs unit with separate entrance. When I am here (about 4-5 months of the year) I often have one room available upstairs.  There is a shared washer/dryer and outdoor shower available.",within a day,100%,100%,t,North Shore,2.0,"['email', 'phone']",t,t,North Shore Oahu,Honolulu,Entire home,Entire home/apt,4,1.5,2.0,2.0,"[""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Board games"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Outdoor shower"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Drying rack for clothing"", ""Microwave"", ""Outdoor dining area"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""TV with standard cable"", ""Washer"", ""Children\u2019s books and toys"", ""GE stainless steel stove"", ""Oven"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker, french press"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Blender"", ""Free dryer"", ""Ceiling fan"", ""Baking sheet"", ""Exterior security cameras on property"", ""Rice maker"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Beach essentials"", ""Self check-in""]",$261.00,30,90,30,90,30.0,90.0,0,12,31,226,23,2018-01-13,3,180,46980.0,4.96,4.96,5.0,5.0,5.0,5.0,4.96,f,0.26,"590011010000, TA-104-204-9024-01"
467,1650354,Bamboo Heaven Maui Omaomao (Green) Room LLC,8753372,Janice,2013-09-10,"Permitted B&B (permit #BBPH 2012/0003) (TA-081-977-3440-01) in newly-built bamboo home in tropical upcountry Haiku offers a queen bed, private bathroom, kitchenette, lanai, and carport.  <br />Self-serve breakfast at your own time on your private lanai with ocean and garden view of God's beautiful creation. Mostly quiet Christian refuge with birds singing, wild chickens crowing (earplugs!),  raindrops! No TV or AC.<br />No smokers,  drugs,or heavy alcohol.  Mahalo!",within a day,90%,55%,f,Haiku/Pauwela,3.0,"['email', 'phone']",t,t,Paia-Haiku,Maui,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,"[""Coffee maker"", ""Clothing storage: walk-in closet and dresser"", ""Pantene conditioner"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Self check-in"", ""Dining table"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Essentials"", ""Pantene shampoo"", ""Hot water"", ""Wine glasses"", ""Breakfast"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Lock on bedroom door"", ""Ocean view"", ""Outdoor dining area"", ""Single level home"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Beach essentials"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Keypad"", ""Fire extinguisher"", ""Blender"", ""Ceiling fan"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Coffee"", ""Paid dryer \u2013 In building"", ""Olay or other body wash body soap""]",$217.00,1,1125,1,1125,1.0,1125.0,21,51,81,352,156,2013-12-29,9,36,7812.0,4.85,4.9,4.92,4.94,4.92,4.85,4.81,f,1.14,"227008106000, TA-081-977-3440-01"
478,2038133,Kepuhi Beach Condo with Loft  #2145,10456400,Patrice,2013-12-05,"West shore of Molokai, breathtakingly beautiful, quiet, serene beaches, wild deer, turkeys, and more. If you are looking for a Hawaii getaway, away from malls, shopping centers , and staged luaus, come to our fully loaded comfortable studio condo with loft. Snorkel, surf, beach comb, swim in the pool, hike, barbecue, or just relax and enjoy the endless views.",within a day,100%,100%,f,,2.0,"['email', 'phone']",t,t,Molokai,Maui,Entire condo,Entire home/apt,2,1.0,1.0,2.0,"[""Conditioner"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Shared outdoor pool - available all year, open specific hours"", ""Dining table"", ""Self check-in"", ""Board games"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Wine glasses"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Outdoor dining area"", ""Beach view"", ""Bluetooth sound system"", ""Iron"", ""Dishes and silverware"", ""Private patio or balcony"", ""Waterfront"", ""Oven"", ""Lockbox"", ""Stainless steel electric stove"", ""Long term stays allowed"", ""First aid kit"", ""Coffee maker: drip coffee maker, french press"", ""Cooking basics"", ""Shared BBQ grill: gas"", ""Dedicated workspace"", ""Resort access"", ""Books and reading material"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Rice maker"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Laundromat nearby"", ""Beach essentials"", ""Paid dryer \u2013 In building""]",$99.00,3,1125,1,1125,3.0,1125.0,19,49,79,298,110,2014-02-03,8,36,3564.0,4.81,4.82,4.67,4.82,4.88,4.77,4.82,t,0.81,"510030060139, TA-132-973-2608-01"
518,2134954,The Secret Garden Room,6132660,Carol,2013-04-28,"The Lonely Planet travel guide has featured this place as one of the BEST HOMESTAYS on the East side of Kaua'i. Comfortable, clean, and convenient, the space offers a man made waterfall and fish pond right out the sliding glass doors. Beautiful spot!",within a day,57%,71%,f,Kauaʻi,1.0,"['email', 'phone']",t,f,Kapaa-Wailua,Kauai,Private room,Private room,2,1.0,1.0,1.0,"[""TV with standard cable"", ""Washer"", ""Essentials"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""AC - split type ductless system"", ""BBQ grill"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Outdoor furniture"", ""Wifi"", ""Outdoor dining area"", ""Iron"", ""Dishes and silverware""]",$194.00,3,1125,3,1125,3.0,1125.0,12,24,27,109,72,2014-01-21,6,36,6984.0,5.0,4.99,4.97,5.0,4.97,4.89,4.9,f,0.53,"420060580000, TA-112-816-1280-01"
541,2405563,Inn Waimea- Banana Room,12298134,Patrick,2014-02-16,"King size bed and private jacuzzi spa for two! Soothing sounds of crashing surf on nearby beach. Hand-crafted wooden furnishings give you custom made comfort. Free WIFI, Mini-fridge, & Coffee Service.",within a day,81%,80%,f,Kauaʻi,13.0,['phone'],t,t,Waimea-Kekaha,Kauai,Private room in home,Private room,2,1.0,1.0,1.0,"[""Essentials"", ""Wifi"", ""TV with standard cable"", ""Free parking on premises"", ""Air conditioning"", ""Shampoo""]",$169.00,2,365,2,365,2.0,365.0,11,12,27,261,163,2014-03-03,15,102,17238.0,4.38,4.42,4.39,4.66,4.64,4.58,4.37,f,1.21,160070210000
543,2431014,Bamboo Heaven Maui Polu (Blue) Room LLC,8753372,Janice,2013-09-10,"We are a permitted bed & breakfast, permit # BBPH 2012/0003. Beautiful bamboo home in upcountry tropical Haiku, 5 min. from Hookipa Beach, windsurf capital of the world & turtle sanctuary. Mostly quiet Christian refuge where the locals live!  (Some wild roosters crowing, neighbors' cars passing, and occasional barking of dogs.)",within a day,90%,55%,f,Haiku/Pauwela,3.0,"['email', 'phone']",t,t,Paia-Haiku,Maui,Private room in home,Private room,2,1.0,1.0,2.0,"[""Clothing storage: walk-in closet and dresser"", ""Pantene conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Self check-in"", ""Dining table"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Small refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Essentials"", ""Pantene shampoo"", ""Hot water"", ""Wine glasses"", ""Breakfast"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Lock on bedroom door"", ""Outdoor dining area"", ""Single level home"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Olay body soap"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Keypad"", ""Fire extinguisher"", ""BBQ grill: electric"", ""Ceiling fan"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Coffee"", ""Paid dryer \u2013 In building""]",$197.00,1,1125,1,1125,1.0,1125.0,18,48,78,351,92,2015-10-13,20,78,15366.0,4.93,4.98,4.97,4.93,4.95,4.85,4.87,f,0.8,"270081060000, TA-081-977-3440-01"
550,2453014,Your Makanella Home in HAWAII. TA 0248213504-01,12542845,Delia,2014-02-24,"Read what recent guest, Jonathan, says:<br />""This was a truly extra-ordinary space and really good value. Delia was a delightful and friendly host who went above and beyond to make me feel comfortable and welcome... I look forward to returning.""",within a day,75%,0%,f,Hilo,5.0,"['email', 'phone']",t,f,South Hilo,Hawaii,Entire home,Entire home/apt,5,1.0,2.0,2.0,"[""Coffee maker"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Ceiling fan"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Room-darkening shades""]",$175.00,3,7,3,7,3.0,7.0,5,30,59,59,199,2013-12-07,0,0,0.0,4.79,4.91,4.73,4.92,4.96,4.69,4.83,f,1.45,
565,2530337,Cozy 1-bedroom in Makiki-Punchbowl,6685693,Maya,2013-06-01,"Cozy, private one-bedroom unit in the heart of Honolulu, on the slopes of Punchbowl Memorial. Full bathroom and kitchen with a garden view, minutes from the airport, Downtown/Chinatown, accessible to all the getaway roads. <br /> Compact off-street parking spot.<br />Due to the City's rental regulations, the minimum stay is 30 days.<br /> We keep a three-day minimum wait between guests, besides our usual thorough cleaning and disinfection.<br />TAT (10.25 %) and GET (4.5%) taxes are included in the listed price.",within a day,100%,,f,Makiki/Lower Punchbowl/Tantalus,1.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Free street parking"", ""Hot water"", ""Essentials"", ""Bed linens"", ""Bathtub"", ""Iron"", ""Microwave"", ""Hangers"", ""Backyard"", ""Oven"", ""Host greets you"", ""Shampoo""]",$70.00,30,180,30,180,30.0,180.0,0,0,0,142,142,2014-06-13,1,60,4200.0,4.85,4.91,4.89,4.9,4.96,4.67,4.86,f,1.08,"210210530000, B, TA-194-514-9440-01"
