,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
20148,725515042511588991,Maui 2-Bedroom Oceanfront Villa Resort,481315192,Edward,2022-09-27,Reconnect with nature at this unforgettable escape.,,,,f,,2.0,"['email', 'phone']",t,f,Lahaina,Maui,Entire vacation home,Entire home/apt,8,,2.0,,"[""Hair dryer"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Ocean view"", ""High chair"", ""Beach view"", ""Iron"", ""Crib"", ""Washer"", ""Children\u2019s books and toys"", ""First aid kit"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""HDTV"", ""Private hot tub"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Dryer"", ""Central air conditioning"", ""Self check-in""]",,7,7,7,7,7.0,7.0,0,0,0,137,0,,0,0,,,,,,,,,f,,Exempt
20178,726150366105311795,Kauai Coast at the Beachboy 2 bedroom,240078487,Steven,2019-01-30,"Wouldn’t it be fun if Jurassic Park were real? This resort is the next best thing (think luscious jungle without the ferocious dinosaurs). The island of Kauai provided the background for the iconic Hollywood film, but this resort is all sun, swimming, and spa relaxation.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Heating"", ""Hair dryer"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$290.00,2,365,2,365,2.0,365.0,30,60,71,71,3,2022-11-13,1,0,0.0,4.0,4.0,4.0,4.33,3.67,4.67,3.67,f,0.11,"540050360006, TA-212-767-6928-01"
20179,726156384394408114,Makai Club 1 Bedroom w/kitchen,240078487,Steven,2019-01-30,"Get away to a secluded resort in renowned Princeville, where the gently sloping hills and verdant Norfolk Pines create a delightful escape from the ordinary. And the best part? You never have to leave the resort to get your fill of activities and leisure.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$159.00,2,365,2,365,2.0,365.0,30,60,76,76,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
20191,727743447199473668,Kauai Beach VILLAs 1 Bedroom W/Full Kitchen,240078487,Steven,2019-01-30,The Coconut Coast in Kauai is the perfect backdrop for your island adventures. Plus you can choose how urban or outdoorsy your trip will be. Enjoy the benefit of a beachfront resort location with convenient access to the island’s largest city.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$189.00,2,365,2,365,2.0,365.0,30,55,73,73,1,2022-10-19,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.03,"540050360006, TA-212-767-6928-01"
20212,726796264095091249,Kauai Coast at The Beachboy Studio,240078487,Steven,2019-01-30,"Wouldn’t it be fun if Jurassic Park were real? This resort is the next best thing (think luscious jungle without the ferocious dinosaurs). The island of Kauai provided the background for the iconic Hollywood film, but this resort is all sun, swimming, and spa relaxation.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$209.00,3,365,3,365,3.0,365.0,30,60,74,74,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
20396,736871247923790630,Makai Club 1 Bedroom W/Full Kitchen.,240078487,Steven,2019-01-30,"Get away to a secluded resort in renowned Princeville, where the gently sloping hills and verdant Norfolk Pines create a delightful escape from the ordinary. And the best part? You never have to leave the resort to get your fill of activities and leisure.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Room-darkening shades"", ""Self check-in""]",$159.00,2,365,2,365,2.0,365.0,30,60,71,71,1,2022-10-19,0,0,0.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,f,0.03,"540050360006, TA-212-767-6928-01"
21704,778499316555878051,Kauai Coast at The Beachboy STUDIo,240078487,Steven,2019-01-30,"Wouldn’t it be fun if Jurassic Park were real? This resort is the next best thing (think luscious jungle without the ferocious dinosaurs). The island of Kauai provided the background for the iconic Hollywood film, but this resort is all sun, swimming, and spa relaxation.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$266.00,3,365,3,365,3.0,365.0,30,60,74,74,2,2023-10-14,1,0,0.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,f,0.12,"540050360006, TA-212-767-6928-01"
22121,795867192269073902,Kauai Coast at the Beachboy one bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$240.00,3,365,3,365,3.0,365.0,30,60,74,74,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
22122,795872743016357128,KAUAI Beach Villas 1 bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$189.00,2,365,2,365,2.0,365.0,30,60,78,78,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
22225,802254789564796155,Kauai BEACH Villas 2 bed ROOM,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$220.00,2,365,2,365,2.0,365.0,30,60,78,78,2,2023-04-08,0,0,0.0,4.5,3.5,4.0,5.0,4.5,4.5,3.5,f,0.09,"540050360006, TA-212-767-6928-01"
22226,802257791415259872,Kauai BEACH Villas ONE Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$189.00,2,365,2,365,2.0,365.0,30,60,78,78,1,2023-02-21,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.04,"540050360006, TA-212-767-6928-01"
22234,802395048637224551,Ka Eo Kai Studio.,240078487,Steven,2019-01-30,You'll have a great time at this comfortable place to stay.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$120.00,2,365,2,365,2.0,365.0,28,52,67,67,6,2023-03-16,2,0,0.0,4.83,4.5,4.67,4.67,4.83,4.83,4.67,f,0.25,"540050360000, TA-212-767-6928-01"
22236,802401553269295911,Kona HawaIIAN 2 Bedroom.,240078487,Steven,2019-01-30,You'll have a great time at this comfortable place to stay.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Waterfront"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$299.00,2,365,2,365,2.0,365.0,30,60,78,78,1,2023-03-01,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.04,
22237,802405640368866359,Kona HAWaiian 2 Bedroom.,240078487,Steven,2019-01-30,You'll have a great time at this comfortable place to stay.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,2,2023-02-13,0,0,0.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,f,0.08,
22252,802816876657120284,KONA Hawaiian 2 Bedroom,240078487,Steven,2019-01-30,Keep it simple at this peaceful and centrally-located place.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,21,2023-02-27,13,78,23322.0,4.86,4.95,4.76,4.71,4.86,4.9,4.9,f,0.85,
22291,802996404934873543,KONA Hawiian 2 bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,74,74,3,2023-11-26,0,0,0.0,4.33,4.33,4.33,4.33,4.0,4.33,4.33,f,0.19,
22298,803423693861962405,MAKAI Club ONE Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$159.00,2,365,2,365,2.0,365.0,30,60,76,76,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
22462,805998543736703002,BALI hai one bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Dryer"", ""Self check-in""]",$241.00,2,365,2,365,2.0,365.0,30,60,72,72,22,2023-04-23,5,24,5784.0,4.82,4.91,4.77,4.95,4.64,4.95,4.82,f,0.95,"540050360006, TA-212-767-6928-01"
22473,806017561091754918,BALI Hai 2 Bedroom DLX,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$275.00,2,365,2,365,2.0,365.0,30,60,75,75,9,2023-02-25,1,12,3300.0,4.89,4.89,4.89,4.89,4.78,5.0,4.78,f,0.36,"540050360000, TA-212-767-6928-01"
22476,806038784436394370,Bali Hai Villas 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$221.00,2,365,2,365,2.0,365.0,30,60,75,75,4,2023-04-03,0,0,0.0,4.75,4.75,5.0,5.0,5.0,5.0,5.0,f,0.17,"540050360006, TA-212-767-6928-01"
